col_8,col_24,col_19,col_20,col_15,col_37,col_12,col_30,col_13,col_0,col_2,col_41,col_10,col_42,col_29,col_22,col_9,col_31,col_40,col_17,col_4,col_25,col_16,col_3,col_43,col_7,col_11,col_23,col_36,col_33,col_26,col_34,col_6,col_32,col_35,col_27,col_44,col_1,col_5,col_18,col_21,col_28,col_39
1,1,0,3,1,4,1,3,0,0,1,1,0,2,0,0,2,2,0,2,0,2,0,2,0,1,0,3,2,2,0,2,2,3,1,1,0,0,3,0,1,0,1
0,1,3,3,2,4,1,3,1,0,0,0,1,4,2,0,2,2,1,2,1,0,2,2,0,1,1,3,1,2,2,2,2,3,1,2,3,2,2,1,1,0,1
2,1,1,0,1,2,1,1,0,2,1,1,0,1,1,1,0,0,1,2,1,2,1,4,3,1,1,3,0,1,0,2,2,3,0,1,0,0,3,2,2,1,1
2,1,1,3,2,1,1,0,0,0,1,0,1,4,2,1,0,0,2,2,1,0,1,4,0,1,0,0,2,2,0,2,1,3,3,1,3,0,3,1,1,0,1
0,1,2,3,2,2,1,3,2,0,1,1,1,3,0,0,2,2,0,2,0,0,3,4,0,1,0,3,0,0,0,1,0,3,2,0,0,2,2,2,2,1,1
0,2,1,3,2,1,1,3,1,0,1,1,2,1,0,1,0,2,2,2,1,2,3,4,0,1,1,1,0,2,0,2,1,3,3,4,0,0,3,0,2,1,1
0,1,2,3,2,1,1,0,0,0,0,0,2,4,1,1,0,2,1,2,0,0,1,2,0,1,1,1,2,2,2,2,0,3,3,1,0,1,3,1,1,0,1
0,1,3,3,2,2,1,3,2,0,0,0,0,4,0,2,0,2,3,2,1,0,1,2,0,1,1,3,0,2,0,2,1,3,3,3,3,2,3,1,2,0,1
0,2,2,3,1,2,1,1,0,0,0,0,1,1,2,0,0,0,0,2,0,0,1,2,0,1,0,1,2,2,0,2,0,3,2,1,3,0,3,1,2,1,1
0,0,2,3,2,2,1,3,2,0,0,1,0,4,0,0,0,0,3,2,1,0,1,2,0,1,0,1,0,2,1,2,0,3,3,2,3,2,3,1,1,0,2
1,2,2,3,1,0,1,0,1,0,0,0,0,3,3,1,2,0,2,2,1,2,2,4,0,1,1,1,2,2,0,2,0,3,1,3,0,2,3,1,1,0,1
1,1,3,3,2,2,1,3,2,0,0,1,2,3,2,1,0,0,2,2,0,0,3,2,0,1,1,1,1,2,0,2,2,3,0,2,3,2,3,1,2,1,1
2,0,2,3,2,1,1,3,0,0,0,0,0,2,2,2,0,1,2,2,1,0,1,2,0,1,0,3,2,0,0,2,0,3,3,2,0,2,3,2,2,1,1
2,1,0,3,2,4,1,1,2,0,1,0,0,1,2,1,2,0,1,2,1,0,1,1,0,1,0,3,2,2,0,1,0,3,0,1,3,2,3,1,1,1,1
2,1,2,0,1,0,1,3,2,1,1,1,2,3,2,0,2,2,0,2,1,2,2,4,0,1,1,1,2,2,1,2,0,3,3,1,0,2,3,1,0,2,1
2,1,3,3,2,1,1,3,2,0,1,1,0,1,0,2,2,0,2,2,1,0,3,4,0,1,1,1,0,2,0,2,1,3,3,4,0,2,3,0,2,1,1
0,1,3,3,1,1,1,0,0,0,0,1,0,4,2,0,0,2,0,2,1,2,3,2,0,1,0,3,0,2,2,2,1,3,0,3,3,0,3,1,1,0,1
0,1,3,3,1,1,1,3,2,2,0,1,1,2,0,2,0,0,2,2,0,2,1,2,0,1,0,0,0,2,0,2,1,2,3,3,0,2,3,1,2,1,1
2,1,0,3,1,3,1,3,1,2,1,0,2,2,0,1,0,0,0,2,1,2,1,1,0,1,1,3,0,2,0,2,2,3,2,1,0,2,1,0,0,1,1
0,1,1,3,2,1,0,1,0,0,0,1,2,4,2,1,0,0,0,2,1,0,1,4,0,1,1,1,2,2,0,2,1,3,0,2,3,0,1,1,2,2,1
0,1,3,3,1,0,2,3,2,0,0,0,1,3,2,2,0,0,0,2,1,2,1,2,0,1,0,0,0,0,0,2,1,3,3,4,3,2,3,2,0,3,0
0,1,1,3,2,0,1,3,2,0,0,1,0,3,0,1,0,0,1,2,1,0,1,4,0,1,1,1,0,0,0,2,1,3,1,4,0,2,2,1,0,1,1
0,2,3,3,1,0,1,3,2,0,1,1,0,4,2,0,2,2,3,2,1,2,1,4,0,1,0,3,0,2,2,2,1,3,0,1,0,2,3,0,2,0,1
0,1,3,3,1,4,1,3,1,0,0,1,0,2,2,2,2,2,0,2,1,2,1,2,0,1,0,3,2,1,0,1,1,3,0,0,3,2,3,2,1,0,1
0,0,2,3,2,2,1,2,0,0,1,1,1,4,1,0,0,0,1,2,1,0,1,4,0,1,1,1,2,2,0,2,0,0,2,1,3,0,3,1,2,0,1
2,1,2,3,1,2,1,1,0,0,1,1,1,2,1,1,0,0,1,2,0,2,1,2,0,1,1,3,0,2,0,0,0,3,0,3,0,0,2,1,2,1,1
0,0,2,3,1,4,1,1,0,0,0,0,0,3,2,1,0,0,2,2,1,2,1,2,0,1,0,1,0,1,2,2,0,3,0,2,1,1,3,0,0,3,1
0,3,2,0,1,4,1,3,1,0,0,1,0,1,2,1,0,1,0,2,0,2,1,2,3,1,0,3,2,2,0,2,0,3,3,4,0,1,3,2,2,2,1
0,1,3,3,2,0,1,1,2,0,1,0,0,0,1,0,0,2,2,1,2,0,2,1,0,1,0,3,2,1,2,2,1,3,0,0,0,2,3,0,1,0,1
0,1,3,3,2,2,1,3,2,0,1,1,1,3,0,2,2,1,2,1,2,2,3,1,0,1,1,1,2,2,0,1,1,3,3,4,0,2,3,2,2,1,1
0,1,0,3,2,0,1,1,2,0,0,1,0,4,2,2,2,2,0,2,1,0,1,4,0,1,1,1,0,2,2,2,1,3,0,2,3,2,3,0,0,0,1
0,1,2,3,1,0,1,3,2,0,1,1,0,2,0,1,2,0,2,2,1,2,2,2,0,1,0,3,2,2,2,2,0,3,1,1,0,2,3,2,2,1,1
0,1,0,3,2,3,1,3,0,1,1,1,2,1,2,1,2,0,3,2,1,2,2,4,0,1,0,1,2,0,0,2,2,3,3,2,0,0,3,1,1,3,1
0,1,0,3,1,4,1,3,2,0,1,1,0,2,2,0,0,2,3,2,1,2,1,2,0,1,0,3,0,2,2,2,1,3,0,3,3,2,3,1,1,0,1
2,1,2,3,2,0,0,3,2,0,1,0,0,1,2,0,2,2,2,2,0,2,1,2,0,1,1,1,0,2,0,2,0,2,2,0,3,2,1,2,2,1,1
2,1,3,3,2,3,2,3,2,0,1,0,1,3,2,0,2,2,1,2,1,0,2,4,0,1,0,3,2,0,2,2,1,3,0,4,0,2,0,0,1,3,0
2,1,0,0,2,0,1,3,0,0,1,1,2,4,2,1,2,0,1,2,1,0,1,4,0,1,0,0,0,2,2,1,2,3,0,2,0,0,2,2,0,0,1
0,2,3,3,2,3,1,3,1,0,1,1,1,4,2,0,0,0,0,2,1,1,1,2,0,1,1,3,1,2,0,2,1,3,0,4,3,2,2,2,1,0,1
0,1,3,3,2,2,0,0,2,0,0,0,1,1,0,0,2,2,2,2,1,0,1,2,0,1,1,2,0,2,0,2,1,3,1,2,0,2,1,1,1,3,0
0,2,1,3,2,0,1,3,1,0,1,1,0,3,2,2,0,2,2,2,1,2,2,2,0,1,1,1,2,2,0,2,1,0,3,1,0,2,2,0,0,3,1
0,1,1,3,2,1,2,1,2,0,1,0,0,0,1,2,0,0,0,2,0,0,1,1,0,1,1,2,2,1,0,2,1,3,0,4,3,2,0,1,2,2,2
0,1,3,3,1,0,1,3,1,0,1,0,0,2,2,0,1,2,0,2,1,2,2,4,0,1,1,1,2,1,0,2,1,3,1,0,3,2,3,1,1,0,1
0,1,2,3,2,0,1,3,1,0,0,1,2,2,0,1,0,2,1,2,1,2,1,2,0,1,1,1,0,2,1,2,0,3,0,4,0,2,2,1,1,0,1
0,2,3,3,2,3,1,1,1,0,0,1,0,1,1,2,0,0,2,2,1,0,2,2,0,1,1,3,2,2,0,2,1,3,2,0,3,2,3,0,2,1,1
0,2,3,3,2,3,1,3,2,0,1,0,0,4,2,0,2,2,3,2,0,0,3,2,0,1,0,3,2,0,0,2,1,3,0,2,0,2,3,1,2,0,1
2,0,3,3,2,1,2,1,2,0,1,0,0,1,1,0,1,0,3,2,1,0,1,1,0,1,0,3,2,2,0,2,1,3,0,2,3,1,3,0,2,2,0
0,1,3,3,2,3,1,3,2,0,0,0,0,1,0,0,2,2,3,2,1,0,3,2,0,1,0,1,0,1,0,2,1,3,2,4,0,2,2,1,2,3,1
0,1,1,3,2,1,1,3,0,0,1,0,0,1,0,2,1,2,3,2,1,0,1,2,0,1,1,3,0,2,2,0,1,3,0,4,0,0,3,1,2,0,1
1,1,3,3,1,4,2,3,1,0,1,0,1,3,0,2,0,0,0,2,1,2,2,4,0,1,0,1,2,2,2,2,1,3,2,4,3,0,0,1,0,2,2
0,0,3,3,1,1,1,3,0,0,0,0,0,1,2,2,2,1,2,2,0,2,3,4,0,1,0,0,2,2,0,2,1,3,3,1,3,0,2,1,2,1,1
0,1,2,3,2,1,2,3,0,2,0,1,0,2,2,0,2,2,0,2,1,0,2,2,0,1,1,3,2,2,0,2,0,2,2,2,0,2,3,2,2,2,2
1,1,3,3,2,0,1,1,1,0,1,1,0,1,2,1,2,0,3,2,1,0,1,4,0,1,0,3,2,2,0,1,1,3,0,2,0,2,3,2,1,3,1
0,1,3,3,2,4,2,3,0,0,1,1,1,3,2,2,2,2,3,2,1,0,1,1,0,1,0,0,0,1,0,2,1,3,1,1,0,2,3,1,2,3,2
0,1,3,3,2,1,2,1,1,0,0,0,1,1,2,1,2,0,3,2,1,0,2,2,0,1,0,2,2,2,0,1,1,3,0,4,0,2,3,1,0,2,2
0,1,0,3,1,0,1,3,0,0,0,1,0,0,0,1,2,0,3,1,2,2,1,2,0,1,0,1,1,1,2,2,2,3,3,0,3,0,2,0,0,0,2
2,2,3,3,2,0,1,1,2,0,0,1,0,4,1,1,2,2,1,2,1,0,3,2,0,1,0,1,0,1,2,1,0,3,0,4,0,2,3,0,0,0,1
0,1,3,3,2,1,1,0,0,0,0,0,1,4,2,1,0,2,1,2,1,0,2,2,0,1,1,3,2,2,2,2,1,3,1,2,0,0,2,1,1,0,1
1,1,3,3,2,2,1,3,1,0,1,1,0,4,0,2,0,0,3,2,1,0,1,2,0,1,0,3,0,2,0,2,1,3,2,1,0,0,3,1,1,0,1
0,1,0,3,2,3,1,3,0,0,1,0,1,2,2,2,1,2,3,2,1,0,1,2,0,1,1,3,0,1,0,0,1,3,0,1,0,0,2,1,2,0,1
0,1,0,3,2,1,1,3,1,0,0,0,1,2,2,1,2,0,2,2,1,0,3,2,0,1,1,1,0,2,0,2,1,3,0,2,3,1,3,0,2,1,1
0,2,2,3,0,3,1,1,0,0,1,0,2,4,1,0,0,1,0,2,1,1,1,4,0,1,0,1,2,1,0,2,0,2,2,1,0,0,3,1,0,1,1
2,1,1,3,1,4,2,3,0,0,0,1,0,3,2,0,1,2,2,2,1,2,1,2,0,1,0,2,2,0,0,2,1,3,1,4,0,0,3,1,2,2,0
2,1,3,0,2,4,0,3,0,0,1,0,2,4,2,0,2,2,3,2,1,2,1,4,3,1,0,0,0,2,0,1,1,3,0,1,0,1,1,0,1,0,0
2,1,3,3,1,1,1,1,0,0,0,0,1,4,1,2,2,0,3,2,1,2,2,2,0,1,0,0,2,2,0,2,1,3,0,1,0,0,3,1,1,0,1
0,1,1,3,2,4,1,1,0,0,0,1,2,3,2,2,0,0,1,2,1,0,1,2,0,1,1,1,0,2,0,2,2,2,0,2,0,2,3,2,2,1,1
0,1,3,3,2,3,1,1,2,0,1,1,2,3,2,1,2,0,3,2,1,0,1,4,0,1,1,1,0,0,0,1,1,3,0,4,0,2,3,0,2,3,2
0,2,3,3,1,2,1,3,2,0,0,0,0,4,0,0,2,0,0,2,1,2,1,2,0,1,1,1,2,2,0,1,1,3,0,1,3,2,2,1,2,2,1
1,1,3,3,2,2,2,3,0,0,0,1,1,2,0,2,0,0,1,2,1,0,2,2,0,1,1,0,2,2,2,2,1,2,1,2,3,2,3,2,2,3,1
1,1,3,3,1,2,1,1,1,0,0,0,0,1,2,0,2,2,2,2,1,2,2,2,0,1,1,1,1,2,2,2,2,3,2,2,0,2,2,1,2,1,1
2,1,0,3,2,3,1,3,2,0,0,0,1,1,2,1,2,0,3,2,1,0,0,2,0,1,0,3,0,2,0,2,0,3,3,2,3,2,2,1,2,3,1
1,1,1,3,0,4,1,3,0,0,0,1,1,1,0,0,0,2,3,1,2,1,0,2,0,1,0,0,0,2,2,2,1,0,0,3,0,0,3,2,2,1,1
0,1,2,3,2,3,1,1,0,0,1,0,0,4,2,1,0,0,1,2,1,0,3,2,0,1,0,3,0,0,0,2,0,3,0,1,0,0,3,1,1,0,1
0,1,0,3,2,1,2,1,1,0,0,0,1,3,2,0,2,2,1,2,1,0,2,2,0,1,0,0,2,0,2,1,2,3,0,3,3,2,3,2,2,2,0
0,1,1,3,1,1,1,3,2,0,1,0,1,0,0,2,0,2,0,2,1,2,2,2,0,1,0,3,2,2,0,2,1,2,2,3,3,2,2,1,1,0,2
0,1,2,3,2,1,1,3,0,0,0,1,0,0,2,0,0,2,1,2,1,0,1,2,0,1,1,1,2,1,0,2,0,3,2,4,3,0,3,1,1,0,1
2,1,0,0,0,3,1,0,1,0,0,1,1,4,2,1,0,0,2,2,1,1,1,2,2,1,1,3,2,2,1,2,0,2,1,3,0,0,2,2,1,0,1
2,1,3,3,2,1,2,0,0,0,0,0,0,0,2,2,2,0,3,2,1,0,1,2,0,1,1,3,0,1,2,2,1,3,0,0,0,0,3,0,0,2,0
0,1,1,3,1,3,2,3,0,0,0,0,1,2,0,1,2,0,2,2,1,2,2,2,0,1,0,0,2,2,0,1,1,3,1,1,0,0,3,1,2,3,0
0,1,3,3,1,4,1,3,2,0,1,1,0,0,0,0,2,2,0,2,1,2,1,1,0,1,0,3,1,2,0,2,1,3,0,3,3,2,3,1,1,0,1
0,1,1,3,2,2,1,1,1,0,0,0,2,2,1,2,1,2,1,1,0,0,0,2,0,1,1,1,2,1,2,2,1,3,2,4,3,2,2,1,1,0,1
2,2,0,3,1,3,2,3,0,0,1,0,1,2,0,0,1,0,0,2,1,2,2,4,0,1,0,0,2,1,2,2,1,3,0,1,3,0,3,1,1,3,0
0,2,2,3,1,1,1,1,2,0,0,0,1,2,2,1,2,0,3,2,1,0,2,2,0,1,0,0,2,0,0,1,0,3,0,4,3,2,3,0,0,0,1
0,1,3,3,2,0,1,3,1,0,0,0,0,1,0,2,2,2,3,2,1,0,2,2,0,1,1,1,2,0,2,2,1,3,1,2,3,2,2,1,2,1,1
2,1,3,0,2,3,1,3,2,2,0,0,2,4,0,0,2,2,3,2,1,0,1,2,3,1,0,3,2,0,0,2,1,3,0,0,0,2,3,1,1,0,1
0,1,0,3,2,4,1,1,0,2,0,1,2,2,2,2,2,0,3,2,1,0,1,2,0,1,0,1,2,0,0,2,1,3,0,0,0,0,3,1,2,1,1
1,1,0,3,0,3,2,1,0,0,0,1,0,0,2,0,2,2,3,2,1,1,1,2,0,1,0,3,0,0,0,2,1,0,0,3,0,2,0,2,0,2,0
0,1,0,3,1,0,1,3,0,0,0,0,0,4,0,1,2,0,2,2,1,2,2,2,0,1,1,1,2,2,0,2,0,3,0,1,3,0,3,1,1,0,2
0,1,2,3,1,4,1,3,0,0,0,1,0,4,2,2,0,0,0,2,1,2,3,2,0,1,1,3,0,2,0,2,2,3,3,3,3,2,3,2,1,0,1
0,2,3,3,2,4,0,1,1,0,1,1,2,4,1,0,2,0,0,2,1,0,2,2,0,1,0,0,2,0,0,2,1,3,0,0,1,2,1,1,2,1,0
0,1,1,3,1,0,1,0,2,0,1,0,1,1,3,0,2,2,2,2,1,2,1,4,0,1,1,3,0,0,2,2,1,3,1,4,3,0,2,1,2,0,1
0,1,2,3,0,2,1,0,0,0,1,1,1,1,2,1,2,0,2,2,1,1,3,2,0,1,0,3,0,0,0,1,0,0,1,3,0,2,2,1,1,0,1
0,1,2,3,2,0,1,3,0,0,1,0,0,4,2,0,0,2,1,2,1,0,2,4,0,1,0,1,2,2,0,2,2,3,0,4,0,2,3,2,2,0,1
0,1,0,3,1,0,1,1,1,0,1,1,1,2,2,0,0,2,0,2,1,2,1,4,0,1,0,0,2,2,0,2,1,3,0,3,3,1,3,2,2,0,1
0,1,2,3,2,4,1,1,2,0,0,1,1,4,1,1,0,2,1,2,1,0,1,2,0,1,1,1,0,1,1,0,0,3,0,4,3,2,3,0,2,1,0
0,1,2,3,0,4,1,3,2,0,0,1,0,4,0,2,2,0,1,2,1,1,2,2,0,1,0,1,2,2,0,2,0,2,0,3,0,2,3,1,1,0,1
0,1,0,3,1,0,1,1,2,0,0,1,0,4,2,1,0,0,3,2,1,2,1,4,0,1,1,1,2,1,0,2,0,2,0,0,0,2,3,1,2,0,1
0,3,2,0,2,3,2,1,1,0,1,0,0,0,1,1,0,2,2,2,1,0,3,4,3,1,0,2,0,1,0,2,0,3,0,1,3,2,0,2,1,0,0
0,1,0,3,2,1,1,3,2,0,0,1,0,4,0,2,2,0,1,2,1,0,3,4,0,1,0,3,0,1,0,2,1,3,1,1,3,2,3,1,1,0,1
0,1,1,3,1,1,1,3,0,0,0,1,0,4,2,1,0,0,0,2,1,2,2,2,0,1,0,3,2,2,0,2,1,3,0,4,3,0,3,1,1,0,1
2,1,0,0,2,3,1,0,2,2,0,0,2,2,2,1,2,0,0,2,1,0,1,2,2,1,1,1,0,2,0,2,1,3,3,1,1,2,3,0,1,0,1
2,1,2,3,2,2,1,3,0,0,1,0,0,2,0,0,1,2,3,2,1,0,1,1,0,1,0,3,2,2,0,0,0,0,2,2,3,1,1,0,1,1,1
1,2,3,3,2,0,1,3,2,0,1,1,0,4,0,1,2,2,3,2,1,0,1,4,0,1,0,3,2,2,0,1,1,3,0,1,0,2,3,0,1,0,1
0,1,1,3,2,2,1,3,1,0,1,0,1,3,2,1,1,0,2,2,1,0,1,4,0,1,0,0,1,2,0,2,1,3,3,2,0,0,3,1,2,0,1
0,1,0,3,2,1,2,1,0,0,0,1,1,1,1,1,0,0,3,1,2,0,0,2,0,1,0,0,1,2,0,2,1,0,0,1,3,0,3,0,2,2,0
1,2,1,3,2,3,1,1,0,0,0,1,2,4,2,2,2,0,2,2,1,0,3,2,0,1,0,1,1,2,2,2,1,3,0,1,0,2,1,1,1,0,1
0,1,3,3,2,0,1,1,0,0,0,0,0,4,2,0,2,2,0,2,1,0,2,4,0,1,0,3,2,2,0,2,1,0,0,1,3,0,1,1,1,0,1
0,1,0,3,1,1,2,1,0,0,1,1,1,0,2,1,0,2,3,2,1,2,2,4,0,1,0,0,2,2,0,2,1,2,0,1,3,1,3,1,2,2,0
0,1,3,3,1,1,2,1,2,2,1,0,1,2,1,1,2,2,3,2,1,2,2,2,0,1,0,0,2,2,0,2,2,3,2,1,3,2,2,1,1,1,0
2,1,2,0,2,3,0,3,1,0,0,0,2,4,2,0,2,2,0,2,1,0,2,2,0,1,0,0,1,1,1,2,0,3,2,1,3,2,1,2,0,0,1
0,1,2,3,2,3,1,3,2,0,0,1,0,2,0,2,2,2,2,2,1,0,2,2,0,1,1,1,2,2,0,2,0,3,2,4,3,2,3,2,2,1,1
0,1,0,3,1,0,1,3,1,0,1,0,2,1,0,0,0,2,3,2,1,2,1,4,0,1,1,1,0,2,0,2,0,3,3,3,3,2,3,1,0,3,1
0,1,1,3,2,0,2,1,1,0,1,1,0,0,2,1,2,0,1,2,1,0,2,4,0,1,0,3,2,2,0,2,1,3,2,2,0,1,3,0,0,2,0
0,2,3,3,2,1,1,1,2,0,0,0,1,2,2,1,2,2,0,2,1,0,3,2,0,1,1,3,0,0,0,2,1,3,0,4,3,2,2,1,1,0,1
0,2,2,3,1,4,1,3,2,0,0,0,0,0,0,0,0,0,0,2,1,2,2,2,0,1,1,1,2,2,0,2,0,3,2,3,0,2,2,2,1,2,1
0,1,3,3,2,4,2,3,1,0,1,0,0,3,2,1,0,0,0,2,1,0,1,4,0,1,1,3,2,2,2,2,2,3,2,2,3,2,3,1,1,2,2
0,1,2,3,1,3,1,1,0,0,0,0,0,2,1,1,0,0,1,2,0,2,0,2,0,1,1,1,2,1,0,2,0,3,0,2,0,0,3,0,0,3,1
0,1,3,3,2,2,1,1,0,0,0,1,1,4,1,2,2,2,2,2,1,0,2,2,0,1,0,0,2,0,2,2,1,2,2,0,3,0,3,1,1,0,1
0,1,0,3,2,3,1,1,2,0,0,0,1,2,1,1,2,0,1,2,0,2,1,2,0,1,1,1,2,2,2,2,0,3,0,4,3,2,3,2,2,1,1
1,3,0,3,1,2,2,3,2,0,1,1,0,0,0,0,1,1,3,2,1,2,1,4,0,1,0,3,1,1,1,1,1,3,0,2,0,2,3,2,2,2,1
0,1,3,3,1,0,1,3,0,0,1,1,0,3,0,2,2,0,0,2,0,2,3,4,0,1,0,3,2,1,0,2,1,3,0,2,3,0,3,1,2,3,1
0,1,2,3,1,1,0,3,1,0,0,1,0,3,2,1,0,0,1,2,1,0,1,2,0,1,0,2,2,2,0,2,0,3,0,3,3,0,1,1,0,2,1
2,1,3,3,2,3,1,3,1,0,1,0,0,4,0,2,1,2,3,2,1,0,1,2,0,1,1,3,0,2,2,2,1,3,2,1,0,2,3,1,1,0,1
0,2,1,3,2,3,1,3,1,0,1,0,1,2,0,1,2,2,2,2,1,0,2,4,0,1,0,3,2,2,0,2,1,3,2,0,3,2,2,1,1,1,1
0,2,2,3,1,0,1,0,2,1,1,1,0,2,2,1,2,2,1,2,1,2,3,2,3,1,0,3,0,1,1,2,0,3,3,0,0,2,3,1,0,2,1
0,1,2,3,1,2,1,3,0,0,0,1,0,2,2,0,1,2,3,2,1,2,1,2,0,1,0,3,0,1,0,2,0,3,0,0,3,0,3,1,2,0,1
0,1,0,3,2,3,1,1,0,0,0,1,0,0,2,0,0,2,1,2,1,0,3,2,0,1,0,3,0,1,0,2,2,2,0,1,0,2,3,0,1,0,1
0,1,0,3,2,0,1,1,0,0,0,0,0,0,2,0,0,2,0,2,1,0,2,2,0,1,0,3,2,2,2,1,1,3,0,2,3,0,3,1,1,0,1
0,1,0,3,2,0,1,3,0,0,0,1,2,4,0,1,2,0,1,2,1,2,3,2,0,1,0,3,0,2,0,2,0,3,3,4,1,2,1,2,2,0,2
0,1,0,3,1,0,1,1,2,0,1,0,1,4,1,1,0,0,1,2,1,2,1,4,0,1,0,0,0,2,0,2,1,3,1,3,0,2,3,2,1,0,1
2,1,0,3,2,0,2,3,1,0,0,1,0,4,0,1,2,2,0,2,1,0,3,2,0,1,0,3,0,0,0,1,1,3,0,2,3,1,3,1,1,0,0
0,1,3,3,1,1,1,1,2,0,0,1,0,0,2,0,2,2,0,2,1,2,1,4,0,1,0,3,0,1,0,2,1,3,0,2,3,2,1,0,2,1,1
1,1,2,3,1,2,1,1,1,0,1,0,0,1,1,1,2,2,1,2,1,2,1,1,0,1,0,1,0,2,2,2,0,3,0,1,0,2,2,2,2,1,1
0,1,0,3,0,3,1,1,0,2,0,1,2,2,1,1,2,0,1,2,0,0,0,4,0,1,1,1,2,2,1,2,0,2,0,3,0,0,3,1,1,0,1
0,1,3,3,2,2,0,1,1,0,0,0,2,1,1,2,2,0,1,2,2,0,2,2,0,1,0,3,2,0,0,2,2,3,2,0,0,1,1,0,1,0,2
1,1,2,3,2,0,2,3,2,0,1,1,1,0,0,0,2,2,1,2,1,0,1,2,0,1,0,0,0,2,0,1,0,2,0,2,0,2,3,0,2,3,2
2,2,3,3,2,3,1,1,0,0,0,1,2,3,2,0,2,0,1,2,1,0,1,2,0,1,0,1,0,1,0,2,1,3,2,1,0,0,3,1,2,3,1
0,1,0,3,1,1,1,1,2,0,0,1,0,2,1,1,0,0,1,2,1,2,2,2,0,1,0,3,2,2,0,2,0,3,0,1,0,2,3,2,2,1,1
0,1,2,3,2,3,1,3,2,0,1,1,0,2,2,0,2,2,2,2,0,2,3,2,0,1,1,3,2,1,0,1,0,3,2,4,3,2,3,1,0,0,1
0,1,0,3,2,3,1,2,0,0,0,1,1,1,1,0,2,2,2,2,1,0,1,2,0,1,0,3,0,1,0,2,1,2,2,4,0,0,2,1,2,1,1
0,0,0,3,1,2,1,3,0,0,1,0,2,4,0,1,1,0,2,1,2,2,1,2,0,1,1,1,0,2,2,2,1,3,3,3,0,0,3,2,2,2,1
0,1,3,0,1,2,1,3,0,0,0,1,1,3,2,0,0,2,3,2,1,0,1,2,3,1,1,3,0,2,0,2,2,3,2,1,3,0,2,2,2,1,1
0,1,3,3,1,2,1,1,2,0,1,1,0,1,2,2,2,2,0,2,0,2,0,4,0,1,0,3,2,2,0,2,1,3,0,2,3,2,3,1,2,1,1
0,1,0,3,2,1,1,3,2,0,1,1,0,4,2,0,1,2,3,2,1,0,2,1,0,1,1,3,2,2,0,2,1,2,0,2,0,2,3,1,2,2,1
0,1,0,3,1,0,2,3,2,0,1,0,1,0,0,1,2,0,0,2,1,2,1,2,0,1,0,0,0,2,0,1,1,3,0,1,3,2,3,1,0,2,0
0,1,0,3,1,1,1,3,1,0,1,0,1,4,0,2,0,0,1,2,1,2,2,1,0,1,0,1,2,0,0,2,0,3,0,0,0,0,3,1,2,0,1
1,2,0,3,2,1,1,3,2,0,0,0,1,3,0,1,0,2,2,2,1,0,2,4,0,1,0,0,2,2,0,2,1,3,3,2,0,2,3,1,2,1,2
2,1,2,0,1,2,1,1,1,0,1,1,0,2,2,1,0,0,1,2,1,2,1,4,3,1,1,3,0,1,0,0,0,3,0,2,0,1,3,2,2,1,1
1,1,3,3,1,2,1,1,0,0,1,0,1,1,2,1,0,2,3,2,1,2,3,4,0,1,0,1,0,0,0,2,1,3,2,4,0,1,3,0,2,1,1
2,1,3,0,2,2,1,3,0,0,1,1,0,1,2,1,2,2,1,2,1,0,1,2,3,1,1,3,2,2,0,2,2,3,2,0,0,0,3,2,2,1,1
0,1,3,3,2,1,0,3,0,0,1,0,1,1,0,1,2,0,2,2,1,0,3,4,0,1,0,0,1,2,0,1,2,3,3,1,0,1,1,1,2,3,2
1,1,3,2,1,1,1,1,2,0,1,0,2,4,2,2,2,2,1,2,2,2,0,1,2,1,1,1,1,2,0,2,1,3,2,4,3,2,3,2,1,0,1
0,1,2,3,1,0,1,3,0,0,0,0,0,4,0,1,2,0,3,1,2,2,3,2,0,1,1,1,0,2,0,1,0,3,3,1,3,0,3,2,1,0,1
0,1,2,3,1,0,1,3,2,0,1,1,0,4,2,0,2,2,0,2,1,0,1,4,0,1,0,3,0,2,0,2,0,3,2,3,0,2,3,0,1,2,2
0,1,0,2,1,3,1,3,0,2,0,0,0,0,1,0,2,2,1,2,1,0,2,4,3,1,1,1,2,2,0,2,2,3,0,1,0,1,1,1,2,1,1
0,0,0,3,1,1,1,3,2,0,0,0,1,2,0,2,0,0,2,2,1,2,3,2,0,1,0,0,0,1,0,2,2,3,2,0,3,2,3,2,1,0,1
1,1,3,3,2,1,1,3,1,0,0,0,0,0,0,1,1,0,1,2,1,0,3,2,0,1,0,3,0,1,0,2,1,3,0,1,3,2,3,1,2,2,1
0,3,0,3,1,1,1,1,0,0,0,1,0,4,1,0,0,2,1,2,1,2,1,4,0,1,0,3,2,2,0,2,2,3,2,1,0,0,3,1,1,0,1
0,1,3,3,1,0,1,0,1,0,1,0,0,0,2,2,0,2,2,2,1,2,2,2,0,1,1,1,2,1,0,2,2,3,3,0,0,0,2,0,1,0,1
0,1,2,3,2,2,2,1,2,0,0,0,0,1,1,1,2,0,2,2,1,1,1,2,0,1,0,2,2,2,0,1,0,3,1,1,3,2,3,1,2,3,0
2,0,0,3,1,3,2,3,0,0,1,1,0,4,2,1,2,0,1,2,1,2,2,4,0,1,0,2,2,1,2,2,2,3,2,2,0,2,0,1,2,0,2
