P38,PIP2,PIP3,PKA,PKC,p44/42,pakts473,pjnk,plcg,pmek,praf
56.7,95.6,32.2,343.0,25.7,8.51,15.8,21.5,12.7,21.9,68.5
26.4,36.5,17.0,392.0,15.7,14.1,29.4,16.5,25.3,12.1,23.1
11.7,16.4,25.7,806.0,6.32,24.1,49.1,54.7,16.3,32.8,55.2
29.7,19.5,69.8,542.0,11.0,8.28,23.5,89.8,4.91,8.06,12.6
42.2,17.0,5.23,422.0,7.57,5.33,11.1,149.0,15.4,79.9,102.0
16.1,24.6,10.4,274.0,10.3,24.1,29.7,67.9,25.7,28.9,79.9
66.1,67.3,28.6,178.0,33.1,12.0,25.3,34.9,22.5,31.1,83.5
7.17,14.2,4.1,239.0,3.96,20.2,33.4,82.0,16.8,40.7,80.6
153.0,153.0,18.6,113.0,106.0,4.57,1.7,34.3,19.6,46.1,58.3
19.3,52.8,11.2,271.0,12.2,12.9,30.5,9.47,32.8,27.9,61.0
21.9,17.5,5.42,1176.0,8.43,44.1,82.8,15.4,16.5,15.0,50.9
51.4,106.0,40.0,429.0,33.1,9.47,22.5,17.8,21.9,16.7,15.3
37.9,145.0,14.3,453.0,26.2,12.3,24.4,17.6,10.1,24.6,49.1
44.9,59.4,20.7,407.0,21.1,22.5,41.8,18.8,24.8,24.6,42.9
24.1,9.73,64.4,523.0,7.84,15.5,27.4,92.2,48.7,30.8,57.3
20.0,426.0,73.0,334.0,3.02,15.3,33.1,79.1,19.6,40.7,14.5
24.6,15.8,1.3,1731.0,12.1,43.7,79.9,8.74,16.5,19.3,89.8
30.5,179.0,61.5,717.0,2.04,17.3,69.2,86.6,24.8,17.6,58.8
40.0,496.0,84.3,410.0,20.2,20.7,40.7,19.3,23.5,110.0,139.0
36.5,9.73,38.9,241.0,16.3,4.22,13.0,20.9,3.25,18.4,36.5
10.9,322.0,51.9,365.0,3.79,10.5,23.1,73.7,25.9,19.5,18.8
53.8,85.8,21.3,414.0,21.9,10.1,23.7,27.1,10.8,15.1,35.9
11.1,106.0,27.1,294.0,2.02,11.5,21.5,86.6,22.3,19.6,36.8
39.6,53.8,16.0,331.0,18.6,7.77,14.1,12.9,77.0,27.6,62.6
32.2,108.0,44.9,213.0,18.9,16.4,30.8,19.5,16.3,28.4,52.8
61.0,124.0,41.0,331.0,27.9,10.8,20.7,32.8,23.3,24.4,51.9
101.0,139.0,49.6,294.0,1.0,15.7,26.7,6.21,18.9,19.8,8.43
41.4,81.3,13.3,328.0,24.8,9.39,24.8,32.8,14.7,16.7,37.2
26.4,40.0,21.5,359.0,12.2,13.6,28.1,59.4,21.3,37.2,69.2
47.0,392.0,113.0,355.0,12.0,16.8,29.2,191.0,23.7,16.0,24.6
37.9,64.9,42.9,400.0,29.2,4.03,11.1,15.4,18.4,20.5,42.9
36.8,25.0,9.56,311.0,21.9,5.99,13.0,13.7,17.2,18.6,84.3
27.4,36.2,12.7,257.0,16.3,29.7,44.1,10.8,28.9,36.8,48.3
12.5,13.2,47.0,346.0,2.53,27.4,41.0,82.8,3.96,12.6,31.1
33.1,27.9,27.9,573.0,1.88,18.8,37.2,54.7,22.1,31.1,37.5
35.9,122.0,26.9,418.0,19.6,8.35,12.1,22.5,14.5,20.2,27.6
18.8,12.7,48.3,1230.0,8.13,54.2,78.4,10.6,6.32,13.7,37.9
42.2,70.4,85.1,649.0,23.1,51.9,88.2,20.4,39.6,55.7,150.0
14.9,21.7,14.3,365.0,9.31,16.8,32.8,41.8,15.4,22.5,51.4
58.8,23.1,5.94,271.0,30.5,29.4,33.7,59.4,22.1,19.1,38.5
30.8,81.3,39.2,1472.0,18.1,316.0,621.0,9.73,37.9,37.2,63.2
30.0,20.0,7.1,851.0,5.94,13.1,30.2,239.0,25.0,19.8,26.9
39.2,85.8,8.58,505.0,20.5,9.39,19.8,25.7,8.9,14.7,26.9
52.8,34.9,26.7,150.0,12.5,20.7,126.0,264.0,32.5,17.3,61.0
55.2,54.7,2.5,300.0,33.7,22.5,37.2,38.2,37.2,23.5,51.9
48.7,100.0,15.8,204.0,23.3,22.1,26.7,47.8,17.0,14.5,34.6
54.7,44.9,12.5,267.0,7.84,15.5,26.4,343.0,30.5,28.4,97.3
18.9,137.0,4.29,1446.0,11.3,6.15,15.5,9.91,1.0,21.1,6.26
66.1,429.0,40.3,85.1,23.3,10.3,39.6,12.1,4.26,36.2,17.5
50.5,37.9,9.56,1144.0,25.9,47.0,71.7,113.0,38.2,3.96,2.74
38.5,84.3,29.7,491.0,5.38,5.67,16.5,121.0,26.7,28.6,48.3
26.4,14.2,9.73,407.0,17.2,8.06,15.8,19.3,20.0,38.5,53.8
33.7,14.5,8.13,414.0,3.49,9.31,24.8,204.0,14.7,20.7,62.1
18.4,92.2,24.8,599.0,11.5,18.4,20.0,6.55,4.96,26.2,61.5
47.0,155.0,21.7,375.0,23.1,12.9,14.1,26.2,61.0,37.5,62.6
44.5,47.0,8.98,255.0,2.69,17.0,32.8,1.95,10.6,37.9,103.0
20.0,18.6,2.44,331.0,8.58,6.44,19.5,7.99,23.1,9.39,40.7
24.6,141.0,31.9,337.0,11.2,14.2,27.4,10.4,11.0,27.9,107.0
15.7,16.5,10.4,286.0,4.26,19.1,30.0,71.7,18.4,55.2,106.0
43.3,13.8,17.3,991.0,26.7,15.7,90.6,23.5,20.7,28.4,41.0
41.4,8.66,34.6,704.0,32.5,153.0,239.0,13.9,14.2,11.0,18.9
36.2,22.3,4.03,331.0,13.6,9.47,12.9,10.1,25.5,23.5,35.2
93.9,111.0,51.4,400.0,2.15,12.2,18.1,3.37,13.8,17.3,39.6
39.6,55.7,8.2,649.0,19.5,3.59,29.2,7.37,7.23,6.73,17.0
20.5,36.2,88.2,382.0,8.06,5.88,12.1,7.3,9.82,31.3,92.2
37.9,28.9,4.83,661.0,15.8,8.43,13.6,18.4,16.7,18.9,25.5
22.7,19.3,6.98,382.0,11.1,20.9,26.7,30.0,20.5,28.6,63.8
40.0,157.0,12.1,445.0,17.9,22.7,27.1,12.7,12.7,44.5,22.5
24.6,167.0,36.5,519.0,15.7,5.23,5.19,23.5,18.9,14.3,38.9
35.2,164.0,47.8,547.0,15.1,13.2,20.5,12.9,17.8,6.79,20.5
12.3,16.0,24.1,1084.0,4.41,23.3,51.9,60.4,21.9,40.7,89.8
35.9,77.0,5.52,562.0,19.3,75.7,107.0,30.2,13.6,69.2,109.0
49.1,109.0,31.6,947.0,28.4,31.1,52.3,5.67,59.4,25.0,62.1
34.3,93.9,31.9,352.0,27.4,15.8,25.7,17.8,21.9,19.5,37.5
20.9,359.0,62.6,461.0,13.3,11.8,21.7,10.8,36.5,22.3,64.4
30.5,79.1,42.2,1346.0,12.0,16.8,33.1,16.8,16.7,24.8,30.0
98.2,47.4,10.5,1046.0,36.8,10.3,14.3,62.1,36.8,16.1,35.2
40.0,70.4,40.3,250.0,23.7,8.43,21.3,29.7,13.6,15.5,60.4
59.4,246.0,78.4,461.0,37.2,10.6,34.6,32.5,21.9,31.6,34.9
50.9,33.7,37.5,407.0,31.3,7.37,10.9,33.1,7.04,34.6,47.4
11.5,40.3,38.5,461.0,6.85,12.3,16.8,29.7,17.6,29.2,18.1
28.9,50.9,22.3,352.0,8.06,18.1,32.8,4.83,12.4,32.5,52.3
39.6,123.0,37.9,365.0,11.4,13.1,22.3,92.2,38.5,24.6,66.1
23.5,17.0,13.7,346.0,11.0,17.9,21.1,15.3,13.5,29.2,18.6
21.7,27.9,48.3,63.8,8.66,2.19,12.6,26.9,12.4,23.3,38.9
28.6,7.43,27.6,784.0,16.0,55.2,76.4,8.2,5.62,16.7,92.2
31.1,41.0,47.8,1155.0,11.4,17.9,43.3,34.3,51.9,56.7,139.0
18.1,113.0,17.6,319.0,3.85,24.8,32.2,23.5,3.75,36.5,92.2
18.8,89.8,33.4,813.0,1.58,4.22,31.9,54.7,19.3,30.5,78.4
41.8,30.0,7.43,223.0,4.26,16.8,33.7,136.0,28.4,23.7,23.9
22.5,21.5,6.1,1526.0,1.78,26.9,51.9,84.3,20.2,30.8,92.2
27.6,135.0,25.9,429.0,17.6,6.26,12.6,11.2,12.1,28.1,35.9
20.9,16.4,3.37,355.0,9.91,16.3,34.0,6.32,23.7,18.1,64.4
47.8,79.9,33.4,594.0,29.7,8.43,17.8,83.5,13.2,28.1,82.0
27.4,15.7,16.4,319.0,11.1,23.3,34.0,4.37,25.5,20.4,55.2
89.8,105.0,22.7,382.0,33.1,15.4,24.8,30.0,22.5,26.2,39.2
23.3,55.2,17.8,679.0,11.5,11.0,28.1,26.4,48.7,33.4,66.1
27.4,35.5,8.28,441.0,9.73,9.82,27.1,53.8,24.8,23.9,62.6
9.39,67.9,7.17,292.0,1.47,22.3,38.5,71.0,12.9,15.0,53.8
77.0,26.4,14.6,217.0,35.5,15.4,36.5,20.0,25.9,15.5,17.5
20.7,86.6,20.0,1027.0,10.7,23.7,45.7,10.2,7.57,24.1,53.3
39.6,26.7,44.1,583.0,17.8,15.8,25.3,21.5,9.82,17.0,33.1
46.1,104.0,37.5,308.0,23.3,20.5,35.5,31.6,24.8,25.9,71.7
34.3,95.6,34.6,322.0,24.1,13.6,22.5,12.9,18.9,16.7,29.4
37.5,7.5,15.5,429.0,24.6,8.43,21.3,24.1,8.43,24.4,62.1
85.1,77.7,23.5,679.0,1.0,12.3,36.8,9.47,15.7,20.7,48.7
39.2,52.8,23.5,491.0,18.4,8.9,18.1,12.5,49.6,18.4,50.9
46.1,41.0,17.9,1486.0,18.8,7.23,31.1,20.0,11.9,4.37,13.0
40.7,17.6,15.5,418.0,4.18,9.65,20.5,68.5,24.1,25.7,50.5
32.8,47.8,61.5,274.0,10.0,20.2,25.5,14.2,15.3,15.8,38.5
34.6,85.8,20.0,441.0,24.4,28.9,54.7,8.82,7.99,44.1,42.2
27.1,97.3,25.9,349.0,15.3,21.5,35.5,15.1,30.5,32.8,104.0
47.0,85.1,31.3,267.0,4.61,27.1,42.2,33.7,25.0,53.8,110.0
40.7,80.6,18.6,269.0,18.6,24.6,31.9,14.6,17.8,26.9,34.0
36.5,16.0,38.5,466.0,22.9,6.79,21.1,17.0,15.0,39.2,91.4
16.5,21.9,13.7,523.0,3.55,4.87,17.3,69.8,4.03,37.5,35.5
26.9,115.0,37.5,1346.0,14.5,33.1,76.4,9.22,28.4,14.1,55.2
36.2,41.0,5.19,4491.0,14.6,2571.0,3555.0,24.4,18.6,16.4,37.5
38.5,28.6,4.78,392.0,28.9,16.4,25.9,21.1,26.7,22.9,42.2
19.1,115.0,10.8,704.0,2.41,42.2,71.0,105.0,24.6,35.2,49.1
55.7,16.0,19.3,704.0,30.5,9.47,32.2,40.0,17.6,25.9,67.9
50.5,14.1,16.0,168.0,31.3,7.3,23.3,20.2,18.9,39.6,59.4
21.3,64.9,27.4,300.0,8.06,10.5,31.6,5.99,25.5,21.9,34.3
41.0,193.0,65.5,331.0,24.4,41.4,49.6,12.3,70.4,41.0,164.0
40.7,12.9,4.53,155.0,25.9,16.4,26.4,19.1,24.1,8.82,36.5
35.5,118.0,10.3,610.0,2.69,1.54,14.3,58.8,1.0,32.8,48.7
20.4,89.0,16.1,478.0,10.7,11.4,22.5,3.49,22.5,32.2,76.4
36.8,85.8,26.4,470.0,21.9,47.0,86.6,14.5,28.4,20.5,25.7
98.2,15.7,13.2,2091.0,1.0,65.5,111.0,4.74,19.5,13.7,12.0
27.9,41.0,6.38,441.0,16.5,10.9,30.0,15.0,19.1,18.8,112.0
15.8,96.5,13.3,449.0,5.99,5.42,12.5,1.0,26.9,55.7,82.0
40.7,26.4,8.98,528.0,30.5,19.3,36.2,10.9,16.3,18.1,47.0
26.4,79.1,20.5,250.0,20.7,19.6,31.1,12.4,26.2,21.7,59.9
80.6,25.9,33.1,343.0,39.6,6.73,9.56,39.2,3.82,12.2,31.1
28.1,7.57,14.3,302.0,10.8,20.9,39.2,7.57,3.89,20.0,37.5
33.1,37.2,18.3,297.0,19.1,16.0,24.6,31.1,49.6,16.8,55.7
28.6,103.0,35.5,289.0,11.1,8.51,19.6,16.3,27.9,17.8,8.43
76.4,33.4,44.5,1512.0,34.3,24.6,55.7,34.0,13.0,18.8,59.4
23.5,117.0,55.7,806.0,2.5,10.6,28.1,57.8,33.1,30.5,69.8
26.2,63.8,29.4,649.0,11.2,26.4,43.7,10.4,15.0,15.5,40.3
20.9,47.4,66.1,300.0,11.3,14.6,28.9,4.03,32.8,9.82,38.9
25.9,155.0,41.4,449.0,15.4,6.49,14.2,16.1,31.3,23.5,31.3
21.1,24.8,17.6,63.2,2.71,7.17,37.5,97.3,24.4,17.2,72.3
14.9,167.0,36.2,414.0,12.4,11.5,18.6,13.8,16.8,15.5,48.3
13.9,51.4,24.8,505.0,5.78,7.84,13.9,71.7,63.2,10.3,18.6
25.5,14.2,25.9,34.0,10.2,5.28,14.5,9.06,20.0,13.7,54.2
18.9,176.0,59.9,284.0,1.37,26.4,34.0,63.2,107.0,13.6,33.4
22.1,7.99,12.6,1208.0,14.5,26.4,59.4,2.27,6.1,16.4,37.2
24.1,24.6,7.3,319.0,4.1,22.5,25.0,5.33,17.6,16.4,43.3
36.8,34.3,3.79,119.0,21.1,3.65,12.2,22.9,7.99,32.2,64.9
45.7,149.0,21.9,286.0,24.4,17.5,32.5,34.6,11.7,38.2,78.4
40.7,30.2,12.7,375.0,4.57,10.8,20.5,79.1,18.6,13.5,38.2
38.2,135.0,34.9,638.0,18.6,2.71,27.6,13.9,13.9,15.0,20.5
42.6,19.6,22.1,346.0,24.1,18.6,37.5,32.5,24.6,46.1,54.2
23.3,30.8,4.37,316.0,8.2,18.3,32.2,24.6,16.4,18.8,45.3
54.7,20.4,10.1,599.0,37.9,71.7,132.0,22.3,16.1,21.3,41.0
24.4,17.0,15.5,311.0,8.66,17.5,39.6,1.64,13.9,27.9,46.1
29.4,33.1,9.56,505.0,12.7,6.61,14.9,12.2,6.61,20.9,22.3
8.82,73.7,28.4,322.0,2.79,6.61,13.6,39.2,18.1,12.3,14.2
42.2,83.5,58.8,737.0,28.6,9.22,39.6,22.1,14.6,30.2,47.8
89.0,17.8,8.13,519.0,43.7,9.65,21.5,22.9,23.9,11.1,33.7
27.9,19.5,46.1,655.0,12.6,4.57,17.2,18.4,4.03,26.2,72.3
24.4,118.0,24.4,319.0,7.43,21.7,32.2,66.7,17.5,22.7,50.9
25.9,331.0,118.0,183.0,4.49,9.22,22.5,95.6,167.0,58.8,126.0
45.3,59.4,13.2,777.0,34.3,4.83,43.7,16.3,26.7,17.2,35.2
25.7,18.4,11.7,441.0,8.43,8.43,17.3,107.0,17.5,16.0,26.4
48.3,188.0,34.9,1114.0,19.1,42.9,66.7,25.3,16.4,44.5,69.8
38.9,88.2,15.0,284.0,18.3,12.6,29.4,12.7,17.6,17.2,24.1
22.5,195.0,38.9,176.0,11.0,20.5,39.6,5.88,10.8,14.5,4.87
13.2,20.5,31.6,461.0,4.29,7.5,21.9,62.1,8.35,24.1,56.7
19.3,55.7,15.3,457.0,7.7,15.4,25.0,14.2,16.4,26.4,15.4
26.4,73.7,12.5,519.0,17.0,5.42,14.2,18.4,10.4,23.5,46.1
34.6,79.1,15.4,365.0,22.7,17.5,28.1,11.2,18.3,18.1,41.0
24.8,126.0,27.6,300.0,14.2,20.4,43.7,22.9,14.2,30.5,41.4
30.0,14.5,10.2,229.0,5.42,14.2,28.4,94.7,12.2,33.7,65.5
42.6,491.0,42.9,638.0,28.4,41.4,71.0,17.6,1.0,34.0,60.4
14.2,56.2,33.7,414.0,3.02,20.9,35.5,62.6,65.5,20.7,77.0
54.7,118.0,10.9,1334.0,22.9,51.4,100.0,17.8,1.0,23.7,63.8
27.6,27.6,86.6,474.0,24.8,14.3,23.5,9.73,28.1,38.2,104.0
10.9,62.1,19.3,349.0,4.03,24.4,42.2,18.8,36.5,38.9,70.4
42.2,21.3,17.0,279.0,18.8,14.9,25.3,20.7,24.1,79.1,77.7
74.3,150.0,53.3,496.0,33.4,12.4,26.2,29.7,16.5,28.6,78.4
38.2,28.1,14.3,274.0,27.1,18.6,39.6,6.61,21.1,36.5,19.8
14.7,21.5,10.7,316.0,3.89,24.4,37.9,77.0,20.5,26.9,56.2
92.2,441.0,63.2,269.0,51.9,46.6,72.3,79.1,15.0,231.0,322.0
39.6,56.7,35.9,359.0,25.9,46.1,75.0,16.4,17.5,21.3,46.6
26.2,18.8,20.0,743.0,14.9,18.8,45.3,14.2,24.8,20.5,33.4
66.1,77.7,26.7,294.0,28.4,31.9,40.7,41.8,12.6,33.4,93.1
12.3,11.9,25.3,259.0,3.43,12.7,25.3,62.6,15.7,49.1,111.0
35.5,47.0,64.4,437.0,27.4,3.62,18.4,20.0,30.8,17.0,33.4
21.3,22.9,4.66,509.0,13.3,18.9,41.8,11.4,26.7,28.9,33.1
34.9,59.4,85.8,449.0,13.1,15.4,29.4,73.0,34.0,15.7,50.0
38.2,20.4,13.2,334.0,20.7,1.29,8.58,17.6,18.8,20.7,52.8
17.0,21.5,63.2,372.0,11.7,17.3,34.9,12.7,14.2,33.4,90.6
38.2,104.0,19.5,229.0,7.43,21.1,31.9,89.0,20.7,15.8,86.6
43.3,20.2,23.7,578.0,22.7,7.99,20.5,11.4,16.1,22.5,40.3
36.2,262.0,61.5,305.0,23.1,36.5,52.3,15.1,29.2,10.3,18.8
36.8,20.9,16.1,63.2,33.1,4.74,15.8,2.13,19.8,13.9,13.7
19.1,16.5,7.91,35.9,1.1,5.67,18.8,51.9,17.5,83.5,60.4
90.6,400.0,47.8,523.0,46.1,10.8,29.4,59.4,1.72,23.7,70.4
15.7,25.3,16.4,334.0,6.92,24.1,39.6,127.0,19.5,3.62,27.9
28.6,106.0,30.5,253.0,1.65,23.1,29.2,55.2,15.0,31.3,47.8
52.8,35.5,6.15,626.0,23.3,21.3,41.4,29.2,26.4,25.9,29.4
20.0,17.8,12.6,858.0,9.73,91.4,173.0,16.7,18.6,24.4,86.6
25.7,64.4,36.2,422.0,16.8,7.1,18.4,18.4,23.5,105.0,126.0
23.3,13.5,3.11,319.0,10.6,18.4,35.5,15.1,15.4,26.9,54.2
10.6,200.0,25.3,542.0,9.31,8.28,17.0,34.0,9.56,13.8,34.6
19.3,24.1,22.1,649.0,8.74,11.2,38.5,17.0,16.0,22.3,62.1
48.7,21.9,10.1,939.0,18.4,5.47,20.2,168.0,27.6,22.1,60.4
28.4,61.0,21.3,723.0,9.82,6.79,32.2,14.1,18.4,23.1,84.3
10.7,106.0,16.1,757.0,5.05,7.04,13.2,41.4,10.8,22.1,43.3
31.1,198.0,30.0,426.0,18.1,10.1,27.6,10.6,30.8,28.4,66.1
30.0,12.7,32.5,385.0,15.5,7.91,31.3,84.3,22.3,13.2,25.5
17.3,17.8,48.3,799.0,10.6,28.9,51.4,7.5,12.3,12.6,32.8
44.9,16.1,28.1,649.0,20.9,17.3,31.6,16.8,6.1,49.6,19.5
38.2,27.1,15.4,2072.0,19.3,62.6,99.1,25.3,17.6,22.1,46.6
28.6,207.0,52.8,410.0,1.76,24.8,43.3,82.8,89.0,11.7,41.4
29.7,67.9,12.3,562.0,21.9,8.28,15.8,8.28,21.5,27.6,42.2
35.5,6.49,34.3,319.0,11.9,15.3,23.1,50.9,9.56,21.7,62.1
22.9,13.2,50.9,239.0,14.5,5.28,5.62,5.23,10.2,32.2,103.0
83.5,60.4,44.5,289.0,32.2,21.5,25.0,27.1,24.8,23.7,77.7
36.8,120.0,22.3,478.0,20.9,6.1,20.0,9.65,8.51,15.0,46.6
